Page,total_views,total_sessions,total_users,total_conversions,avg_drop_off,conversion_rate
長嶋茂雄_ja.wikipedia.org_all-access_spider,89439,803,544,345,-0.21649807995737358,0.42963885429638854
Severin_Freund_de.wikipedia.org_mobile-web_all-agents,89292,803,552,112,-0.40044600733967417,0.13947696139476962
スティーブ・ジョブズ_ja.wikipedia.org_all-access_spider,89245,803,548,381,-0.16652047585857127,0.47447073474470736
栗山千明_ja.wikipedia.org_all-access_spider,88897,803,573,224,-inf,0.27895392278953923
Inglaterra_es.wikipedia.org_all-access_spider,88588,803,555,218,-0.19431503702537145,0.2714819427148194
浪漫醫生金實福_zh.wikipedia.org_all-access_all-agents,88415,803,553,159,-inf,0.1980074719800747
河國榮_zh.wikipedia.org_desktop_all-agents,87999,803,570,153,-0.2704716506025296,0.19053549190535493
阿勒颇_zh.wikipedia.org_all-access_all-agents,87728,803,554,142,-0.09118938413064105,0.17683686176836863
Category:Sex_business_commons.wikimedia.org_mobile-web_all-agents,87677,803,550,513,-0.030705307003220033,0.638854296388543
Il_Canto_degli_Italiani_de.wikipedia.org_desktop_all-agents,87413,803,559,107,-inf,0.13325031133250312
Terror_–_Ihr_Urteil_de.wikipedia.org_mobile-web_all-agents,86824,803,559,171,-inf,0.2129514321295143
Galaxy_Nexus_ru.wikipedia.org_desktop_all-agents,86080,803,553,6,-1.5556931124074236,0.007471980074719801
Category:Flickr_images_reviewed_by_FlickreviewR_commons.wikimedia.org_all-access_all-agents,85958,803,542,183,-0.21289251285464772,0.22789539227895392
File:Ejaculation_educational_seq_4.png_commons.wikimedia.org_mobile-web_all-agents,85749,803,553,489,-0.025844037700502552,0.6089663760896638
Pierre_Tornade_fr.wikipedia.org_mobile-web_all-agents,85581,803,561,102,-0.6296770560531807,0.12702366127023662
小林悠_(アナウンサー)_ja.wikipedia.org_all-access_spider,84722,803,551,79,-inf,0.09838107098381071
インデペンデンス・デイ_ja.wikipedia.org_all-access_spider,84705,803,553,129,-inf,0.16064757160647572
三姐弟布丁事件_zh.wikipedia.org_desktop_all-agents,84501,803,548,108,-inf,0.13449564134495642
"Ave,_César_!_fr.wikipedia.org_mobile-web_all-agents",84285,803,561,223,-inf,0.2777085927770859
Mal_de_pierres_fr.wikipedia.org_mobile-web_all-agents,83008,803,545,138,-inf,0.1718555417185554
Манчестер_у_моря_ru.wikipedia.org_mobile-web_all-agents,82917,803,555,202,-inf,0.25155666251556663
八惡人_zh.wikipedia.org_mobile-web_all-agents,82559,803,559,202,-0.13721031845948523,0.25155666251556663
MediaWiki/diq_www.mediawiki.org_desktop_all-agents,82252,803,545,81,-0.07013117024069737,0.10087173100871731
Commons:First_steps_commons.wikimedia.org_desktop_all-agents,82184,803,534,341,-0.03314308780936224,0.4246575342465753
エホバの証人_ja.wikipedia.org_all-access_spider,82118,803,561,304,-0.15459173331826045,0.37858032378580325
Eugen_von_Schobert_de.wikipedia.org_desktop_all-agents,81789,803,558,11,-0.3641979555832448,0.0136986301369863
TWICEcoaster:_LANE_1_zh.wikipedia.org_desktop_all-agents,81771,803,561,251,-inf,0.3125778331257783
30._März_de.wikipedia.org_desktop_all-agents,81642,803,549,31,-0.2297267026571876,0.038605230386052306
Commons:The_National_Archives_(United_Kingdom)_commons.wikimedia.org_desktop_all-agents,81339,803,553,209,-0.2887161780382198,0.2602739726027397
10月19日_ja.wikipedia.org_desktop_all-agents,80891,803,563,52,-0.13186609365070356,0.0647571606475716
Bolivia_es.wikipedia.org_all-access_spider,80385,803,541,173,-0.1640461682429467,0.21544209215442092
Текстовый_интерфейс_пользователя_ru.wikipedia.org_all-access_all-agents,80323,803,541,2,-1.5729304816101002,0.0024906600249066002
"Гедуев,_Аниуар_Борисович_ru.wikipedia.org_mobile-web_all-agents",80239,803,534,94,-0.0788878068022204,0.11706102117061021
Fort_McMurray_de.wikipedia.org_all-access_all-agents,79943,803,560,26,-0.26200862856065293,0.0323785803237858
黒木瞳_ja.wikipedia.org_all-access_spider,79871,803,538,196,-0.28046787370033893,0.24408468244084683
Секретные_материалы_(мини-сериал)_ru.wikipedia.org_mobile-web_all-agents,79822,803,552,77,-0.09320908384611302,0.0958904109589041
黃義雄_zh.wikipedia.org_all-access_all-agents,79600,803,556,89,-inf,0.11083437110834371
Mad_Dogs_de.wikipedia.org_mobile-web_all-agents,79292,803,535,171,-inf,0.2129514321295143
桂春団治_(3代目)_ja.wikipedia.org_desktop_all-agents,78951,803,552,86,-0.25234853657015754,0.10709838107098381
2016_in_video_gaming_en.wikipedia.org_all-access_spider,78660,803,551,245,-0.3618301555373409,0.30510585305105853
Special:MyLanguage/Commons:Picture_of_the_day_commons.wikimedia.org_mobile-web_all-agents,78658,803,566,466,-inf,0.5803237858032378
Meldonium_de.wikipedia.org_mobile-web_all-agents,77966,803,545,108,-inf,0.13449564134495642
Isa_Jank_de.wikipedia.org_desktop_all-agents,77880,803,556,41,-0.10553140029473149,0.05105853051058531
秀岳館高等学校_ja.wikipedia.org_all-access_spider,77609,803,573,87,-inf,0.10834371108343711
420_(cannabis_culture)_en.wikipedia.org_all-access_spider,77506,803,547,186,-0.09195183283742822,0.23163138231631383
File:Wiki-analsex-simple.png_commons.wikimedia.org_mobile-web_all-agents,77445,803,560,39,-inf,0.048567870485678705
15._November_de.wikipedia.org_desktop_all-agents,75709,803,547,45,-0.18937162680133374,0.05603985056039851
厚切りジェイソン_ja.wikipedia.org_all-access_spider,75505,803,557,181,-0.5615353313898425,0.22540473225404734
宇良和輝_ja.wikipedia.org_all-access_spider,75307,803,549,177,-inf,0.22042341220423411
宏盛帝寶_zh.wikipedia.org_desktop_all-agents,75268,803,545,115,-0.252849364101328,0.1432129514321295
林明昇_zh.wikipedia.org_desktop_all-agents,75178,803,547,34,-inf,0.04234122042341221
Doctor_Strange_(film)_en.wikipedia.org_all-access_spider,74624,803,524,218,-inf,0.2714819427148194
Ole_Einar_Bjørndalen_fr.wikipedia.org_mobile-web_all-agents,74565,803,557,112,-inf,0.13947696139476962
"United_States_presidential_election,_2000_en.wikipedia.org_all-access_spider",74329,803,554,226,-0.12602226976985165,0.28144458281444584
Saison_4_de_Boardwalk_Empire_fr.wikipedia.org_desktop_all-agents,73861,803,547,108,-0.4454928199309345,0.13449564134495642
家族的形式_zh.wikipedia.org_desktop_all-agents,73858,803,538,207,-inf,0.2577833125778331
Special:MyLanguage/API:Main_page_www.mediawiki.org_desktop_all-agents,73799,803,551,280,-inf,0.34869240348692404
Krampus_en.wikipedia.org_all-access_spider,73427,803,544,157,-0.10181550539948823,0.19551681195516812
Special:MyLanguage/Help:Navigation_www.mediawiki.org_desktop_all-agents,73373,803,551,404,-inf,0.5031133250311333
S風暴_zh.wikipedia.org_mobile-web_all-agents,73342,803,555,208,-inf,0.2590286425902864
Les_Visiteurs_en_Amérique_fr.wikipedia.org_mobile-web_all-agents,73101,803,579,56,-0.6177654080301115,0.06973848069738481
Extension:ParserFunctions_www.mediawiki.org_all-access_all-agents,72911,803,559,150,-0.08216134047696202,0.18679950186799502
一路順風_zh.wikipedia.org_desktop_all-agents,72433,803,557,250,-inf,0.31133250311332505
Hubert_Mounier_fr.wikipedia.org_desktop_all-agents,72049,803,535,47,-1.3882678112897564,0.058530510585305104
Sia_Furler_en.wikipedia.org_all-access_spider,71908,803,550,173,-0.15449951556572292,0.21544209215442092
6-я_армия_(Третий_рейх)_ru.wikipedia.org_desktop_all-agents,71736,803,547,14,-0.4747061852078074,0.017434620174346202
Intel_80386_zh.wikipedia.org_all-access_all-agents,71508,803,543,5,-4.31814880727052,0.0062266500622665
Maçon_fr.wikipedia.org_desktop_all-agents,71483,803,539,150,-0.3278535178118606,0.18679950186799502
Marie_Dorin-Habert_fr.wikipedia.org_desktop_all-agents,71344,803,550,117,-0.35911152098939375,0.14570361145703611
William_Christopher_de.wikipedia.org_desktop_all-agents,70697,803,543,30,-1.0802588921833076,0.037359900373599
Category:Upskirt_(on_purpose)_commons.wikimedia.org_desktop_all-agents,70408,803,542,360,-inf,0.44831880448318806
Einstein_(Fernsehserie)_de.wikipedia.org_mobile-web_all-agents,70241,803,542,96,-inf,0.11955168119551682
海賊戦隊ゴーカイジャー_ja.wikipedia.org_all-access_spider,69941,803,552,152,-inf,0.18929016189290163
堀内敬子_ja.wikipedia.org_all-access_spider,69436,803,554,100,-inf,0.12453300124533001
辻丸耕平_ja.wikipedia.org_mobile-web_all-agents,69142,803,540,27,-2.5178444709508745,0.033623910336239106
U.S._state_population_maps_commons.wikimedia.org_all-access_all-agents,69089,803,549,32,-inf,0.039850560398505604
Category:Brigitta_Bulgari_commons.wikimedia.org_all-access_all-agents,68869,803,553,237,-0.07091315833590021,0.29514321295143214
井山裕太_zh.wikipedia.org_desktop_all-agents,68640,803,547,84,-0.15952178371772122,0.10460772104607721
Father's_Day_en.wikipedia.org_all-access_spider,68414,803,547,164,-0.1522019366063906,0.20423412204234123
Category:引文格式1错误：日期_zh.wikipedia.org_all-access_all-agents,67691,803,544,103,-inf,0.12826899128268993
大月薰_zh.wikipedia.org_mobile-web_all-agents,67158,803,558,99,-0.11997664763033124,0.1232876712328767
File:Artist’s_impression_of_eclipsing_binary.ogg_commons.wikimedia.org_mobile-web_all-agents,67147,803,530,110,-0.1197219333225442,0.136986301369863
刺客列傳_zh.wikipedia.org_mobile-web_all-agents,67142,803,547,203,-inf,0.25280199252801994
自己愛性パーソナリティ障害_ja.wikipedia.org_all-access_spider,67004,803,565,160,-0.1218124080431611,0.199252801992528
Saison_10_de_Section_de_recherches_fr.wikipedia.org_desktop_all-agents,66724,803,550,118,-inf,0.14694894146948942
綠表置居先導計劃_zh.wikipedia.org_mobile-web_all-agents,66698,803,563,113,-0.2893417288544391,0.14072229140722292
健太郎_ja.wikipedia.org_all-access_spider,66598,803,530,146,-inf,0.18181818181818182
Naval_Special_Operations_Group_en.wikipedia.org_all-access_all-agents,66433,803,544,103,-0.08479088756171464,0.12826899128268993
File:Koitus.jpg_commons.wikimedia.org_all-access_all-agents,66322,803,558,416,-inf,0.5180572851805728
Rudolf_Hundstorfer_de.wikipedia.org_mobile-web_all-agents,65134,803,551,110,-0.19856016645203314,0.136986301369863
内浦湾_ja.wikipedia.org_desktop_all-agents,65113,803,564,24,-0.683629421639213,0.029887920298879204
緑川光_ja.wikipedia.org_all-access_spider,64793,803,549,147,-0.16494880029322426,0.18306351183063513
Clemson_Tigers_football_en.wikipedia.org_all-access_spider,64710,803,545,139,-0.38693058865517876,0.17310087173100872
Category:Female_nipples_commons.wikimedia.org_mobile-web_all-agents,64202,803,541,150,-0.04199638947590426,0.18679950186799502
Category:Child_pornography_commons.wikimedia.org_mobile-web_all-agents,63170,803,565,222,-0.020058498504977037,0.2764632627646326
Mike_Connors_fr.wikipedia.org_desktop_all-agents,62883,803,564,42,-0.67721353240753,0.052303860523038606
Amatrice_fr.wikipedia.org_all-access_all-agents,62757,803,545,44,-inf,0.0547945205479452
The_Good_Wife_en.wikipedia.org_all-access_spider,62719,803,558,179,-0.12509768107910607,0.22291407222914073
Category:Videos_of_mammal_sex_commons.wikimedia.org_desktop_all-agents,62692,803,562,126,-0.030802755916869047,0.1569115815691158
Der_Untergang_der_Stadt_Passau_de.wikipedia.org_desktop_all-agents,62182,803,552,5,-inf,0.0062266500622665
Californie_fr.wikipedia.org_all-access_spider,61454,803,573,86,-0.6328518503414386,0.10709838107098381
Record_du_tour_du_monde_à_la_voile_fr.wikipedia.org_mobile-web_all-agents,61351,803,540,90,-0.19418089325592888,0.11207970112079702
高橋李依_ja.wikipedia.org_all-access_spider,60862,803,545,196,-0.17948862314156552,0.24408468244084683
Christoph_Jablonka_de.wikipedia.org_desktop_all-agents,60738,803,556,47,-0.21815001441161394,0.058530510585305104
臺灣地震列表_zh.wikipedia.org_mobile-web_all-agents,60432,803,546,70,-0.25783408473680164,0.08717310087173101
Les_Dames_fr.wikipedia.org_mobile-web_all-agents,59890,803,555,79,-inf,0.09838107098381071
Manual:Special_pages_www.mediawiki.org_all-access_all-agents,59728,803,543,69,-0.07431196015050093,0.0859277708592777
Alpine_Skiweltmeisterschaft_de.wikipedia.org_mobile-web_all-agents,59635,803,577,90,-0.20178424675625875,0.11207970112079702
任天堂_ja.wikipedia.org_all-access_spider,59419,803,550,137,-0.1891382931168019,0.1706102117061021
Category:Videos_of_nudity_commons.wikimedia.org_mobile-web_all-agents,59181,803,566,136,-0.04038478880959297,0.16936488169364883
L._Ron_Hubbard_en.wikipedia.org_all-access_spider,58645,803,556,85,-0.1807099340645058,0.10585305105853052
File:Wizz_Air_logo.svg_commons.wikimedia.org_all-access_all-agents,58499,803,554,210,-inf,0.261519302615193
File:Artist’s_impression_of_eclipsing_binary.ogg_commons.wikimedia.org_desktop_all-agents,58327,803,552,74,-0.11050167312191454,0.0921544209215442
冨樫義博_ja.wikipedia.org_all-access_spider,58146,803,547,87,-inf,0.10834371108343711
File:St_Michael's_Mount_II5302_x_2982.jpg_commons.wikimedia.org_all-access_all-agents,57700,803,563,33,-inf,0.0410958904109589
Chick_Corea_fr.wikipedia.org_desktop_all-agents,56564,803,546,17,-0.4339586413210742,0.021170610211706103
Sachsenkeule_de.wikipedia.org_all-access_all-agents,56449,803,555,10,-inf,0.012453300124533
黃宏成台灣阿成世界偉人財神總統_zh.wikipedia.org_mobile-web_all-agents,56354,803,569,46,-0.2535069648534597,0.057285180572851806
Coachella_Valley_Music_and_Arts_Festival_en.wikipedia.org_all-access_spider,56320,803,554,109,-0.18925823930769078,0.1357409713574097
Diane_Lane_en.wikipedia.org_all-access_spider,56159,803,557,147,-0.2612804745932925,0.18306351183063513
魔女嘉莉_zh.wikipedia.org_mobile-web_all-agents,55737,803,548,48,-0.7156516849554344,0.05977584059775841
Category:PD_1923_commons.wikimedia.org_all-access_all-agents,55562,803,544,116,-0.33590261086362655,0.1444582814445828
Category:Female_breast_flashing_commons.wikimedia.org_desktop_all-agents,55539,803,558,55,-0.08008656814102419,0.0684931506849315
Category:Women_with_nipple_piercings_commons.wikimedia.org_mobile-web_all-agents,55514,803,548,57,-0.028923165923663757,0.07098381070983811
Lena_Dunham_en.wikipedia.org_all-access_spider,55325,803,555,78,-0.3145175780502754,0.09713574097135741
"Баттен,_Джин_ru.wikipedia.org_desktop_all-agents",55308,803,553,4,-inf,0.0049813200498132005
Johann_Georg_von_Hohenzollern_de.wikipedia.org_desktop_all-agents,55308,803,568,35,-0.3450305998528332,0.043586550435865505
Commons:Featured_pictures/Places/Natural_commons.wikimedia.org_all-access_all-agents,55208,803,539,69,-0.11460462518799248,0.0859277708592777
Category:Sex_education_commons.wikimedia.org_mobile-web_all-agents,55026,803,554,58,-0.032932929950087994,0.0722291407222914
Knochenbrecher_de.wikipedia.org_desktop_all-agents,54896,803,547,60,-0.5925132731306205,0.074719800747198
How_to_contribute/id_www.mediawiki.org_desktop_all-agents,54850,803,548,79,-0.12291885923015085,0.09838107098381071
Loretta_Lynn_en.wikipedia.org_all-access_spider,54454,803,570,94,-0.2994726054475115,0.11706102117061021
Flags_with_stars_commons.wikimedia.org_desktop_all-agents,53806,803,569,57,-0.05259676431804643,0.07098381070983811
Aureobasidium_pullulans_en.wikipedia.org_all-access_all-agents,53765,803,553,53,-0.09738614335640064,0.0660024906600249
Tree_volume_measurement_en.wikipedia.org_all-access_all-agents,53762,803,557,27,-0.043387442483014425,0.033623910336239106
Administración_es.wikipedia.org_all-access_spider,53591,803,545,156,-0.25319548322100294,0.19427148194271482
Cyclic_olefin_copolymer_en.wikipedia.org_all-access_all-agents,53340,803,547,97,-0.2477517432585095,0.12079701120797011
日本選手権シリーズ_ja.wikipedia.org_all-access_spider,53267,803,550,69,-0.17247677859095717,0.0859277708592777
Conan_O'Brien_en.wikipedia.org_all-access_spider,52770,803,555,58,-0.22421133226087148,0.0722291407222914
Category:Prostitution_commons.wikimedia.org_mobile-web_all-agents,52373,803,554,47,-0.054882123502988746,0.058530510585305104
Nafri_de.wikipedia.org_desktop_all-agents,51983,803,547,53,-inf,0.0660024906600249
卓球_ja.wikipedia.org_all-access_spider,51923,803,553,55,-inf,0.0684931506849315
Cédric_Soares_fr.wikipedia.org_mobile-web_all-agents,51851,803,545,52,-0.8446911381171436,0.0647571606475716
林美珠_zh.wikipedia.org_all-access_all-agents,51821,803,553,49,-inf,0.06102117061021171
How_to_contribute/or_www.mediawiki.org_desktop_all-agents,51369,803,569,70,-0.11920329779770035,0.08717310087173101
Nueva_Zelanda_es.wikipedia.org_all-access_spider,51292,803,555,87,-0.2774679085546241,0.10834371108343711
君の名は_ja.wikipedia.org_all-access_spider,51014,803,556,110,-inf,0.136986301369863
File:Wiki-Wiener-auster.png_commons.wikimedia.org_mobile-web_all-agents,50953,803,554,74,-0.17535269294842845,0.0921544209215442
僕と彼女と彼女の生きる道_ja.wikipedia.org_all-access_spider,50603,803,561,70,-inf,0.08717310087173101
陸上競技の世界記録一覧_ja.wikipedia.org_all-access_spider,50586,803,555,74,-inf,0.0921544209215442
Parlamentswahl_in_Russland_2016_de.wikipedia.org_desktop_all-agents,50586,803,563,41,-inf,0.05105853051058531
Список_призёров_летних_Олимпийских_игр_2012_ru.wikipedia.org_mobile-web_all-agents,49620,803,542,39,-0.16587996193110244,0.048567870485678705
File:Flag_of_Puerto_Rico.svg_commons.wikimedia.org_desktop_all-agents,49476,803,557,105,-0.08350773773354145,0.1307596513075965
Mark_Takai_de.wikipedia.org_all-access_all-agents,48952,803,552,14,-inf,0.017434620174346202
小唐纳德·特朗普_zh.wikipedia.org_mobile-web_all-agents,48371,803,559,51,-inf,0.06351183063511831
Моторола_(ДНР)_ru.wikipedia.org_mobile-web_all-agents,48316,803,545,7,-inf,0.008717310087173101
